Company,Title,Country,City,Region Tier,Category,Employment Type,Duration,Expected Start,Expected End,Application Status,Application Deadline,Link,Source,External ID,Date Posted,Last Verified,Undergrad Eligible,Foreign University Eligible,International Eligible,Work Auth Required,Visa Sponsorship,Local Language Required,English Environment,Visa Category,Visa Explanation,Visa Route,Visa Evidence,Paid,Compensation,Currency,Housing,Relocation,Match Score,Score Breakdown,Why It Fits,Barriers,Bucket,Status,Notes,Date Applied,Interview Date,Offer Status,Follow-up Date
NVIDIA,Software QA Developer Intern - 2027,China,,3,Software Engineering,Full time,,2027-05,2027-08,Open,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/Software-QA-Developer-Intern---2027_JR2023654,workday:nvidia,JR2023654,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 25; visa 14; pay 10; company 15; eligibility 6; location 3,Software Engineering role in China; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
NVIDIA,Developer Technology Engineering Intern - 2027,China,,3,Software Engineering,Full time,,2027-05,2027-08,Open,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Beijing/Developer-Technology-Engineering-Intern---2027_JR2024122,workday:nvidia,JR2024122,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 25; visa 14; pay 10; company 15; eligibility 6; location 3,Software Engineering role in China; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
NVIDIA,System Software Engineer (RDSS Intern),Taiwan,,3,Software Engineering,Full time,,2027-05,2027-08,Open,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer--RDSS-Intern-_JR2024500,workday:nvidia,JR2024500,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,73,role 25; visa 14; pay 10; company 15; eligibility 6; location 3,Software Engineering role in Taiwan; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Perplexity,Internship - Machine Learning Research Engineer,Germany,Berlin,2,Machine Learning / AI,FullTime,12-24 weeks,2027-05,2027-08,Open (cycle unconfirmed),,https://jobs.ashbyhq.com/perplexity/b9e1ff15-d52a-46d5-abf0-26460f2a116c,ashby:perplexity,b9e1ff15-d52a-46d5-abf0-26460f2a116c,2026-09-02,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Internship visa for students enrolled abroad; recognised for degree-relevant placements,,Not publicly disclosed,,,Unclear,Unclear,73,role 25; visa 14; pay 10; company 11; eligibility 6; location 7,Machine Learning / AI role in Germany; visa route exists (Internship visa for students enrolled abroad),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Tower Research Capital,Business Analytics Intern - 6 Month Internship Opportunity,Netherlands,Amsterdam,2,Data Science,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.tower-research.com/open-positions/?gh_jid=8041512,greenhouse:towerresearchcapital,8041512,2026-07-03,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Not publicly disclosed,,,Unclear,Unclear,73,role 20; visa 14; pay 10; company 11; eligibility 10; location 8,Data Science role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Tower Research Capital,Intern - AI/ML,India,gurgaon,3,Machine Learning / AI,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.tower-research.com/open-positions/?gh_jid=8143756,greenhouse:towerresearchcapital,8143756,2026-08-20,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Home country - no visa needed,,Not publicly disclosed,,,Unclear,Unclear,73,role 25; visa 14; pay 10; company 11; eligibility 10; location 3,Machine Learning / AI role in India; visa route exists (Home country - no visa needed),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Tower Research Capital,"Quantitative Researcher Intern, PhD or Postdoc",Singapore,,1,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://www.tower-research.com/open-positions/?gh_jid=8168634,greenhouse:towerresearchcapital,8168634,2026-08-31,2026-09-08,No,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Yes,,,Unclear,Unclear,73,role 21; visa 14; pay 15; company 11; eligibility 2; location 10,Quantitative Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); paid,work authorization unstated - confirm before investing time; appears to target PhD candidates; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
GlobalFoundries,"2H University Intern, AI-Driven Process Intern (Advanced Process Control)",Singapore,SGP - Woodlands,1,Machine Learning / AI,Full time,20-24 weeks,2027-05,2027-08,Open (cycle unconfirmed),,https://globalfoundries.wd1.myworkdayjobs.com/External/job/SGP---Woodlands/XMLNAME-2H-University-Intern--AI-Driven-Process-Intern--Advanced-Process-Control-_JR-2502691,workday:globalfoundries,JR-2502691,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,72,role 25; visa 14; pay 10; company 7; eligibility 6; location 10,Machine Learning / AI role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
GlobalFoundries,"Equipment Engineering Intern, Metrology (July to December)",Singapore,SGP - Woodlands,1,Software Engineering,Full time,20-24 weeks,2027-05,2027-08,Open (cycle unconfirmed),,https://globalfoundries.wd1.myworkdayjobs.com/External/job/SGP---Woodlands/XMLNAME-2H-University-Intern---Metrology-Equipment-Engineering_JR-2502751,workday:globalfoundries,JR-2502751,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,72,role 25; visa 14; pay 10; company 7; eligibility 6; location 10,Software Engineering role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
GlobalFoundries,Frame Engineering Intern (Jan-Jun 2027),Singapore,SGP - Woodlands,1,Software Engineering,Full time,16-24 weeks,2027-05,2027-08,Open,,https://globalfoundries.wd1.myworkdayjobs.com/External/job/SGP---Woodlands/Frame-Engineering-Intern--Jan-Jun-2027-_JR-2604922-1,workday:globalfoundries,JR-2604922,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,72,role 25; visa 14; pay 10; company 7; eligibility 6; location 10,Software Engineering role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Data Engineering,Canada,Toronto,1,Data Engineering,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Toronto-Ontario/Summer-Intern-2027---Data-Engineering_JR26081683,workday:manulife,JR26081683,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,72,role 22; visa 14; pay 15; company 7; eligibility 6; location 8,Data Engineering role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Mastercard,"Software Engineer Intern, Summer 2027 - Singapore",Singapore,,1,Software Engineering,Full time,,2027-05,2027-08,Open,,https://mastercard.wd1.myworkdayjobs.com/campus/job/Singapore/Software-Engineer-Intern--Summer-2027---Singapore_R-287574,workday:mastercard,R-287574,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,72,role 25; visa 14; pay 10; company 7; eligibility 6; location 10,Software Engineering role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Point72,Cubist Quantitative Researcher Intern,Singapore,,1,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://boards.greenhouse.io/point72/jobs/7297598002?gh_jid=7297598002,greenhouse:point72,7297598002,2024-08-15,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,72,role 21; visa 14; pay 10; company 7; eligibility 10; location 10,Quantitative Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Virtu Financial,2027 Internship - Quantitative Trading,Singapore,,1,Quantitative Technology,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/virtu/jobs/5208637002,greenhouse:virtu,5208637002,2021-04-16,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,72,role 21; visa 14; pay 10; company 7; eligibility 10; location 10,Quantitative Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Blackstone,2027 Blackstone Technology & Innovations - Software Engineer Summer Analyst,United Kingdom,London,1,Software Engineering,Full time,10 weeks,2027-05,2027-08,Open,,https://blackstone.wd1.myworkdayjobs.com/Blackstone_Campus_Careers/job/London/XMLNAME-2027-Blackstone-Technology---Innovations---Software-Engineer-Summer-Analyst_45358,workday:blackstone,45358,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Not publicly disclosed,,,Yes,Unclear,71,role 25; visa 14; pay 10; company 7; eligibility 6; location 9,Software Engineering role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Virtu Financial,2027 Internship - Quantitative Trading ,Ireland,Dublin,1,Quantitative Technology,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/virtu/jobs/8547254002,greenhouse:virtu,8547254002,2026-07-01,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Atypical Working Scheme covers short internships for non-EEA students,,Not publicly disclosed,,,Unclear,Unclear,71,role 21; visa 14; pay 10; company 7; eligibility 10; location 9,Quantitative Technology role in Ireland; visa route exists (Atypical Working Scheme covers short internships for non-EEA students); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Engineers Gate,Quantitative Research Intern,Hong Kong,,3,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://job-boards.greenhouse.io/engineersgate/jobs/7946542,greenhouse:engineersgate,7946542,2026-05-20,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,70,role 21; visa 14; pay 15; company 7; eligibility 10; location 3,Quantitative Technology role in Hong Kong; paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Data & Analytics,Canada,Toronto,1,Data Science,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Toronto-Ontario/XMLNAME-2027-Summer-Co-op---Data---Analytics_JR26081967,workday:manulife,JR26081967,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,70,role 20; visa 14; pay 15; company 7; eligibility 6; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Data & Analytics (8 Months),Canada,Waterloo,1,Data Science,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Waterloo-Ontario/XMLNAME-2027-Summer-Co-op---Data---Analytics--8-Months-_JR26081977,workday:manulife,JR26081977,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,70,role 20; visa 14; pay 15; company 7; eligibility 6; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
NVIDIA,Infrastructure Tool Development Intern - 2027,China,,3,Cloud / DevOps / Infrastructure,Full time,,2027-05,2027-08,Open,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/Infrastructure-Tool-Development-Intern---2027_JR2025040,workday:nvidia,JR2025040,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,70,role 22; visa 14; pay 10; company 15; eligibility 6; location 3,Cloud / DevOps / Infrastructure role in China; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Point72,Quantitative Researcher - Intern,Hong Kong,London,3,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://boards.greenhouse.io/point72/jobs/7297657002?gh_jid=7297657002,greenhouse:point72,7297657002,2024-08-15,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,70,role 21; visa 14; pay 15; company 7; eligibility 10; location 3,Quantitative Technology role in Hong Kong; paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
TD Bank,AI2 Business Intelligence Co-op/Intern (WINTER 2027),Canada,Toronto,1,Data Science,Full time,,2027-05,2027-08,Open,,https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/AI2-Business-Intelligence-Co-op-Intern--WINTER-2027-_R_1506122,workday:td,R_1506122,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,70,role 20; visa 14; pay 15; company 7; eligibility 6; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
TELUS Digital,Data & AI Intern (Brazil) - Year Round 2027,Brazil,Porto Alegre,3,Machine Learning / AI,Intern,,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/telus-digital/89730055-fa03-444d-aa05-0058946fa436,ashby:telus-digital,89730055-fa03-444d-aa05-0058946fa436,2026-08-28,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,69,role 25; visa 14; pay 10; company 7; eligibility 10; location 3,Machine Learning / AI role in Brazil; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
TELUS Digital,Software Engineering Intern (Brazil) - Year Round 2027,Brazil,Porto Alegre,3,Software Engineering,Intern,,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/telus-digital/98495440-1a32-4c7e-8183-f38beebfd1d0,ashby:telus-digital,98495440-1a32-4c7e-8183-f38beebfd1d0,2026-08-28,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,69,role 25; visa 14; pay 10; company 7; eligibility 10; location 3,Software Engineering role in Brazil; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Blackstone,"2027 Blackstone Credit and Insurance, Infrastructure and Asset Based Credit Summer Analyst (London)",United Kingdom,London,1,Cloud / DevOps / Infrastructure,Full time,10 weeks,2027-05,2027-08,Open,,https://blackstone.wd1.myworkdayjobs.com/Blackstone_Campus_Careers/job/London/XMLNAME-2027-Blackstone-Credit-and-Insurance--Infrastructure-and-Asset-Based-Credit-Summer-Analyst--London-_43862,workday:blackstone,43862,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Not publicly disclosed,,,Yes,Unclear,68,role 22; visa 14; pay 10; company 7; eligibility 6; location 9,Cloud / DevOps / Infrastructure role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Blackstone,2027 Blackstone Infrastructure Partners Summer Analyst – Private Equity Infrastructure Investment & Private Equity Infrastructure Asset Management (London),United Kingdom,London,1,Cloud / DevOps / Infrastructure,Full time,10 weeks,2027-05,2027-08,Open,,https://blackstone.wd1.myworkdayjobs.com/Blackstone_Campus_Careers/job/London/XMLNAME-2027-Blackstone-Infrastructure-Partners-Summer-Analyst---Private-Equity-Infrastructure-Investment---Private-Equity-Infrastructure-Asset-Management--London-_43613,workday:blackstone,43613,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Government Authorised Exchange (Tier 5 / GAE) covers student internships,,Not publicly disclosed,,,Yes,Unclear,68,role 22; visa 14; pay 10; company 7; eligibility 6; location 9,Cloud / DevOps / Infrastructure role in United Kingdom; visa route exists (Government Authorised Exchange (Tier 5 / GAE) covers student internships); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
NVIDIA,Android Software Engineer (RDSS Intern),Taiwan,,3,Mobile Engineering,Full time,,2027-05,2027-08,Open,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Android-Software-Engineer--RDSS-Intern-_JR2024408,workday:nvidia,JR2024408,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,68,role 20; visa 14; pay 10; company 15; eligibility 6; location 3,Mobile Engineering role in Taiwan; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Intel,Hardware Engineering Intern,Ireland,,1,Hardware / Embedded,Full time,,2027-05,2027-08,Closed,,https://intel.wd1.myworkdayjobs.com/external/job/Ireland-Leixlip/Hardware-Engineering-Intern_JR0286731,workday:intel,JR0286731,,2026-09-07,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Atypical Working Scheme covers short internships for non-EEA students,,Yes,,,Unclear,Unclear,67,role 16; visa 14; pay 15; company 7; eligibility 6; location 9,Hardware / Embedded role in Ireland; visa route exists (Atypical Working Scheme covers short internships for non-EEA students); paid,work authorization unstated - confirm before investing time; not confirmed as a Summer 2027 posting,👀 Investigate Further,Closed,No longer listed on the company board,,,,
Procter & Gamble,Data Engineering Intern,France,PARIS GO-ASNIERES-SUR-SEINE,3,Data Engineering,Full time,6 months,2027-05,2027-08,Open,,https://pg.wd5.myworkdayjobs.com/1000/job/PARIS-GO-ASNIERES-SUR-SEINE/Data-Engineering-Intern_R000155891,workday:pg,R000155891,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Yes,Unclear,67,role 22; visa 14; pay 15; company 7; eligibility 6; location 3,Data Engineering role in France; paid; explicitly Summer 2027,work authorization unstated - confirm before investing time; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Philips,AI & Cyber Threat Intelligence Intern,Netherlands,Best,2,Cybersecurity,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Best/AI---Cyber-Threat-Intelligence-Intern_587111,workday:philips,587111,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Intern residence permit sponsored by a recognised employer,,Not publicly disclosed,,,Unclear,Unclear,66,role 21; visa 14; pay 10; company 7; eligibility 6; location 8,Cybersecurity role in Netherlands; visa route exists (Intern residence permit sponsored by a recognised employer),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Virtu Financial,2027 Internship - FPGA Engineer,Ireland,Dublin,1,Hardware / Embedded,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/virtu/jobs/8638124002,greenhouse:virtu,8638124002,2026-08-12,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Atypical Working Scheme covers short internships for non-EEA students,,Not publicly disclosed,,,Unclear,Unclear,66,role 16; visa 14; pay 10; company 7; eligibility 10; location 9,Hardware / Embedded role in Ireland; visa route exists (Atypical Working Scheme covers short internships for non-EEA students); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Barclays,Quantitative Analytics Associate Off Cycle Internship Programme 2027 Paris,France,Paris,3,Data Science,Full time,3-6 months,2027-05,2027-08,Closed,,https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays/job/Paris-52-avenue-Hoche/Quantitative-Analytics-Associate-Off-Cycle-Internship-Programme-2027-Paris_JR-0000124726,workday:barclays,JR-0000124726,,2026-09-07,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,65,role 20; visa 14; pay 15; company 7; eligibility 6; location 3,Data Science role in France; paid; explicitly Summer 2027,work authorization unstated - confirm before investing time; English working environment unconfirmed,👀 Investigate Further,Closed,No longer listed on the company board,,,,
DV Trading,Quantitative Trading Intern - Summer 2027 (DV Equities),Hong Kong,,3,Quantitative Technology,Internship,,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/dvtrading/jobs/4691295005,greenhouse:dvtrading,4691295005,2026-05-04,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 21; visa 14; pay 10; company 7; eligibility 10; location 3,Quantitative Technology role in Hong Kong; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Intel,AI/ML Software App Development Intern,China,PRC,3,Machine Learning / AI,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://intel.wd1.myworkdayjobs.com/external/job/PRC-Chengdu/AI-ML-Software-App-Development-Intern_JR0286946,workday:intel,JR0286946,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 25; visa 14; pay 10; company 7; eligibility 6; location 3,Machine Learning / AI role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Quantitative Analyst,Canada,Toronto,1,Data Science,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Toronto-Ontario/XMLNAME-2027-Canada-Summer-Co-op---Quantitative-Analyst_JR26080358,workday:manulife,JR26080358,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Not publicly disclosed,,,Yes,Unclear,65,role 20; visa 14; pay 10; company 7; eligibility 6; location 8,Data Science role in Canada; visa route exists (Co-op / internship work permit); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
Philips,Software Engineer Intern,China,Suzhou,3,Software Engineering,Part time,,2027-05,2027-08,Open (cycle unconfirmed),,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Suzhou/Software-Engineer-Intern_588645-1,workday:philips,588645,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 25; visa 14; pay 10; company 7; eligibility 6; location 3,Software Engineering role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
